name,status,termination,objective_value
ObjectiveFile_VaryingCost_0802022_350.csv,ok,optimal,13663075.843048984
ObjectiveFile_VaryingCost_0802022_310.csv,ok,optimal,14016947.640242727
ObjectiveFile_VaryingCost_0802022_148.csv,ok,optimal,14854488.673313249
ObjectiveFile_VaryingCost_0802022_120.csv,ok,optimal,15088741.824000297
ObjectiveFile_VaryingCost_0802022_272.csv,ok,optimal,14065464.785663012
ObjectiveFile_VaryingCost_0802022_141.csv,ok,optimal,14910236.087229664
ObjectiveFile_VaryingCost_0802022_109.csv,ok,optimal,15186211.987742988
ObjectiveFile_VaryingCost_0802022_227.csv,ok,optimal,14364206.364610381
ObjectiveFile_VaryingCost_0802022_114.csv,ok,optimal,15141907.367859945
ObjectiveFile_VaryingCost_0802022_251.csv,ok,optimal,14204877.522505116
ObjectiveFile_VaryingCost_0802022_239.csv,ok,optimal,14284541.943557747
ObjectiveFile_VaryingCost_0802022_318.csv,ok,optimal,13946060.248429863
ObjectiveFile_VaryingCost_0802022_218.csv,ok,optimal,14423954.680399854
ObjectiveFile_VaryingCost_0802022_23.csv,ok,optimal,15579971.055499166
ObjectiveFile_VaryingCost_0802022_106.csv,ok,optimal,15212794.75967281
ObjectiveFile_VaryingCost_0802022_6.csv,ok,optimal,15770767.358402561
ObjectiveFile_VaryingCost_0802022_196.csv,ok,optimal,14535830.989102725
ObjectiveFile_VaryingCost_0802022_158.csv,ok,optimal,14788101.655769391
ObjectiveFile_VaryingCost_0802022_82.csv,ok,optimal,15199867.944505636
ObjectiveFile_VaryingCost_0802022_270.csv,ok,optimal,14078742.189171782
ObjectiveFile_VaryingCost_0802022_116.csv,ok,optimal,15124185.519906731
ObjectiveFile_VaryingCost_0802022_290.csv,ok,optimal,13945968.154084064
ObjectiveFile_VaryingCost_0802022_110.csv,ok,optimal,15177351.063766377
ObjectiveFile_VaryingCost_0802022_244.csv,ok,optimal,14251348.434785819
ObjectiveFile_VaryingCost_0802022_228.csv,ok,optimal,14357567.662855992
ObjectiveFile_VaryingCost_0802022_346.csv,ok,optimal,13697954.37708483
ObjectiveFile_VaryingCost_0802022_222.csv,ok,optimal,14397399.87338231
ObjectiveFile_VaryingCost_0802022_38.csv,ok,optimal,15468284.15503195
ObjectiveFile_VaryingCost_0802022_140.csv,ok,optimal,14918541.455650719
ObjectiveFile_VaryingCost_0802022_283.csv,ok,optimal,13992439.066364767
ObjectiveFile_VaryingCost_0802022_280.csv,ok,optimal,14012355.171627926
ObjectiveFile_VaryingCost_0802022_14.csv,ok,optimal,15676054.621288642
ObjectiveFile_VaryingCost_0802022_329.csv,ok,optimal,13848590.084687172
ObjectiveFile_VaryingCost_0802022_46.csv,ok,optimal,15419481.207663529
ObjectiveFile_VaryingCost_0802022_181.csv,ok,optimal,14635411.515418515
ObjectiveFile_VaryingCost_0802022_45.csv,ok,optimal,15425581.576084584
ObjectiveFile_VaryingCost_0802022_212.csv,ok,optimal,14463786.890926171
ObjectiveFile_VaryingCost_0802022_162.csv,ok,optimal,14761546.848751849
ObjectiveFile_VaryingCost_0802022_86.csv,ok,optimal,15175466.470821425
ObjectiveFile_VaryingCost_0802022_16.csv,ok,optimal,15654702.717779867
ObjectiveFile_VaryingCost_0802022_362.csv,ok,optimal,13563411.421996353
ObjectiveFile_VaryingCost_0802022_394.csv,ok,optimal,13340670.949617626
ObjectiveFile_VaryingCost_0802022_197.csv,ok,optimal,14529192.28734834
ObjectiveFile_VaryingCost_0802022_330.csv,ok,optimal,13839729.160710566
ObjectiveFile_VaryingCost_0802022_131.csv,ok,optimal,14993289.771440191
ObjectiveFile_VaryingCost_0802022_397.csv,ok,optimal,13320754.844354467
